,SEC_CODE,ABBREVIATED_NAME,GICS_SECTOR_CODE,SECTOR_CODE,SECTOR
2628,MLL,MALI LITHIUM LIMITED,15104000,15,Materials
2629,MLM,METALLICA MINERALS  ,15104000,15,Materials
2630,MLO,MERLON CAPITAL PARTN,00000000,00,
2631,MLQ,MERRILL THEMATICS   ,00000000,00,
2632,MLS,METALS AUSTRALIA    ,15104000,15,Materials
2633,MLT,MILTON CORPORATION  ,00000000,00,
2634,MLW,CITI MLI COUPON PLUS,00000000,00,
2635,MLX,METALS X LIMITED    ,15104000,15,Materials
2636,MM1,MIDASMINERALSLTD    ,15104000,15,Materials
2637,MM8,MEDALLION METALS.   ,15104000,15,Materials
2638,MMA,MARONANMETALSLIMITED,15104000,15,Materials
2639,MMC,MITREMINING         ,15104000,15,Materials
2640,MME,MONEYME LIMITED     ,40200000,40,Financials
2641,MMG,MONGER GOLD LTD     ,15104000,15,Materials
2642,MMI,METRO MINING LTD    ,15104000,15,Materials
2643,MMJ,MMJ GROUP HLDS LTD  ,00000000,00,
2644,MML,MEDUSA MINING LTD   ,15104000,15,Materials
2645,MMM,MARLEY SPOON        ,25300000,25,Consumer Discretionary
2646,MMR,MEC RESOURCES       ,10100000,10,Energy
2647,MMS,MCMILLAN SHAKESPEARE,20200000,20,Industrials
2648,MMT,NSX.MMT             ,00000000,00,
2649,MMZ,MOOTER MEDIA LIMITED,45100000,45,Information Technology
2650,MNB,MINBOS RESOURCES LTD,15104000,15,Materials
2651,MNC,METMINCO LIMITED    ,15104000,15,Materials
2652,MND,MONADELPHOUS GROUP  ,20100000,20,Industrials
2653,MNE,METALLUM LTD        ,15104000,15,Materials
2654,MNF,MNF GROUP LTD       ,50100000,50,Communication Services
2655,MNM,MANTLE MINING CORP. ,15104000,15,Materials
2656,MNQ,MINQUEST LIMITED    ,15104000,15,Materials
2657,MNR,BETA GLOBAL GOLD    ,00000000,00,
2658,MNS,MAGNIS ENERGY TECH  ,15104000,15,Materials
2659,MNW,MINT PAYMENTS LTD   ,45100000,45,Information Technology
2660,MNY,MONEY3 CORPORATION  ,40200000,40,Financials
2661,MOA,VANECK US WIDE MOAT ,00000000,00,
2662,MOB,MOBILICOM LTD       ,45200000,45,Information Technology
2663,MOC,MORTGAGE CHOICE LTD ,40100000,40,Financials
2664,MOD,MOD RESOURCES LTD   ,15104000,15,Materials
2665,MOE,MOELIS AUSTRALIA LTD,40200000,40,Financials
2666,MOG,MOGL (MANAGED FUND) ,00000000,00,
2667,MOH,MOHO RESOURCES      ,15104000,15,Materials
2668,MOL,MOLY MINES LIMITED  ,15104000,15,Materials
2669,MOM,MOAB MINERALS LTD   ,15104000,15,Materials
2670,MON,UBS IQ CASH         ,00000000,00,
2671,MOO,MONTO MINERALS LTD  ,15104000,15,Materials
2672,MOQ, MOQ LIMITED        ,45100000,45,Information Technology
2673,MOR,MHOR ASSETMGMT (EQT),00000000,00,
2674,MOT,METRICS INCOME      ,00000000,00,
2675,MOU,MODUN RESOURCES LTD ,10100000,10,Energy
2676,MOV,MOVE LOGISTICS GROUP,20300000,20,Industrials
2677,MOX,MONAX MINING LIMITED,15104000,15,Materials
2678,MOY,MILLENNIUM MIN LTD  ,15104000,15,Materials
2679,MOZ,MOSAIC BRANDS LTD   ,25500000,25,Consumer Discretionary
2680,MP1,MEGAPORT LIMITED    ,45100000,45,Information Technology
2681,MPA,MAD PAWS            ,25500000,25,Consumer Discretionary
2682,MPE,MAGNUM GAS & POWER  ,10100000,10,Energy
2683,MPG,MANYPEAKSGOLDLIMITED,15104000,15,Materials
2684,MPH,MEDILAND PHARM      ,25500000,25,Consumer Discretionary
2685,MPI,MAC INVES MGT MPI   ,00000000,00,
2686,MPJ,MINING PROJECTS     ,15104000,15,Materials
2687,MPL,MEDIBANK PRIVATE LTD,40300000,40,Financials
2688,MPO,MOLOPO ENERGY LTD   ,10100000,10,Energy
2689,MPP,METRO PERF.GLASS LTD,20100000,20,Industrials
2690,MPR,MPOWER GROUP LIMITED,40200000,40,Financials
2691,MPS,MQ PROF SERIES      ,00000000,00,
2692,MPW,MSL SOLUTIONS LTD   ,45100000,45,Information Technology
2693,MPX,MUSTERA PROPERTY GRP,60100000,60,Real Estate
2694,MPZ,MEDALLION S2014-1P  ,00000000,00,
2695,MQ8,MQG DUMMY TORESS    ,99999999,99,N/A
2696,MQA,MACQ ATLAS ROADS GRP,20300000,20,Industrials
2697,MQB,MACQUARIE BANK LTD. ,00000000,00,
2698,MQG,MACQUARIE GROUP LTD ,40200000,40,Financials
2699,MQR,MARQUEE RESOURCE LTD,15104000,15,Materials
2700,MQX,MACQUARIE GOLD LTD  ,99999999,99,N/A
2701,MR1,MONTEM RESOURCES    ,15104000,15,Materials
2702,MRC,MINERAL COMMODITIES ,15104000,15,Materials
2703,MRD,MOUNT RIDLEY MINES  ,15104000,15,Materials
2704,MRF,MRL CORPORATION LTD ,15104000,15,Materials
2705,MRG,MURRAY RIVER GRP    ,30200000,30,Consumer Staples
2706,MRI,MYREWARDSINTERNATION,20200000,20,Industrials
2707,MRL,MAYUR RESOURCES LTD ,15104000,15,Materials
2708,MRM,MMAOFFSHOR          ,10100000,10,Energy
2709,MRN,MACQ MEDIA LTD      ,50200000,50,Communication Services
2710,MRP,MACPHERSONS RESOURCE,15104000,15,Materials
2711,MRQ,MRG METALS LIMITED  ,15104000,15,Materials
2712,MRR,MINREX RESOURCES LTD,15104000,15,Materials
2713,MRV,MORETON RESOURCES   ,10100000,10,Energy
2714,MRZ,MONT ROYAL RESOURCES,15104000,15,Materials
2715,MSA,MYSALEGROUPPLC      ,99999999,99,N/A
2716,MSB,MESOBLAST LIMITED   ,35200000,35,Health Care
2717,MSC,MINERALS CORPORATION,15104000,15,Materials
2718,MSE,METALSEARCH LTD     ,15104000,15,Materials
2719,MSG,MCS SERVICES LIMITED,20200000,20,Industrials
2720,MSI,MULTISTACK INTERNAT.,20100000,20,Industrials
2721,MSL,MSL SOLUTIONS LTD.  ,45100000,45,Information Technology
2722,MSM,MSM CORPORATION INTL,50200000,50,Communication Services
2723,MSP,MAXSEC GROUP LTD    ,45200000,45,Information Technology
2724,MSR,MANAS RES LTD       ,15104000,15,Materials
2725,MST,MSTR INT SHR ACT ETF,00000000,00,
2726,MSU,MAGELLAN SUSTAINABLE,00000000,00,
2727,MSV,MITCHELL SERVICES   ,15104000,15,Materials
2728,MTA,BETAMETAVERSEETF    ,00000000,00,
2729,MTB,MOUNT BURGESS MINING,15104000,15,Materials
2730,MTC,METALSTECH LTD      ,15104000,15,Materials
2731,MTD,METROLAND AUSTRALIA ,40400000,40,Financials
2732,MTH,MITHRIL RESOURCES   ,15104000,15,Materials
2733,MTI,MONTEC INTERNATIONAL,30200000,30,Consumer Staples
2734,MTL,MANTLE MINERALS LTD ,15104000,15,Materials
2735,MTM,MTMONGERRESOURCES   ,15104000,15,Materials
2736,MTN,MARATHON RESOURCES  ,15104000,15,Materials
2737,MTO,MOTORCYCLE HLDG     ,25500000,25,Consumer Discretionary
2738,MTR,METAL TIGER         ,15104000,15,Materials
2739,MTS,METCASH LIMITED     ,30100000,30,Consumer Staples
2740,MTU,M2 GRP LTD          ,50100000,50,Communication Services
2741,MTV,METAVONE LIMITED    ,99999999,99,N/A
2742,MUA,MITULA GROUP LIMITED,50200000,50,Communication Services
2743,MUB,MONGOLIAN RES CORP  ,15104000,15,Materials
2744,MUE,MULTIPLEX EUROPEAN  ,40402000,40,Financials
2745,MUI,MUI CORP LIMITED    ,25400000,25,Consumer Discretionary
2746,MUM,MOUNT MAGNET SOUTH  ,15104000,15,Materials
2747,MUN,MUNRO (GSFM)        ,00000000,00,
2748,MUS,MUSTANG RESOURCES   ,15104000,15,Materials
2749,MUX,MUNGANA GOLD LTD    ,15104000,15,Materials
2750,MVA,VANECK PROPERTY     ,00000000,00,
2751,MVB,VANECK BANKS        ,00000000,00,
2752,MVE,VANECK MIDCAP       ,00000000,00,
2753,MVF,MONASH IVF GROUP LTD,35100000,35,Health Care
2754,MVL,MARVEL GOLD LIMITED ,15104000,15,Materials
2755,MVO,ISHARES EDGE AU MVOL,00000000,00,
2756,MVP,MEDICAL DEVELOPMENTS,35200000,35,Health Care
2757,MVR,VANECK RESOURCES    ,00000000,00,
2758,MVS,VANECK SMALL MASTERS,00000000,00,
2759,MVT,MERCANTILE INVEST   ,00000000,00,
2760,MVW,VANECK EQUAL WEIGHT ,00000000,00,
2761,MWR,MGM WIRELESS LIMITED,50200000,50,Communication Services
2762,MWS,MDS FINANCIAL GRP   ,40200000,40,Financials
2763,MWY,MIDWAY LTD          ,15100000,15,Materials
2764,MX1,MICRO-X LIMITED     ,35100000,35,Health Care
2765,MXC,MGC PHARMACEUTICALS ,35200000,35,Health Care
2766,MXI,MAXIPARTS LIMITED   ,20100000,20,Industrials
2767,MXO,MOTIO LTD           ,50200000,50,Communication Services
2768,MXR,MAXIMUS RESOURCES   ,15104000,15,Materials
2769,MXT,METRICS MASTER      ,00000000,00,
2770,MXU,MULTIPLEX SITES     ,00000000,00,
2771,MYD,MYDEAL.COM.AU       ,25500000,25,Consumer Discretionary
2772,MYE,METAROCK GROUP LTD  ,15104000,15,Materials
2773,MYF,MYER GROUP FINANCE  ,00000000,00,
2774,MYG,MAYFIELD GROUP LTD  ,20100000,20,Industrials
2775,MYL,MALLEE RESOURCES LTD,15104000,15,Materials
2776,MYN,MAYAN IRON CORP LTD ,15104000,15,Materials
2777,MYO,MYOB GROUP LTD      ,45100000,45,Information Technology
2778,MYQ,MYFIZIQ LIMITED     ,45100000,45,Information Technology
2779,MYR,MYER HOLDINGS LTD   ,25500000,25,Consumer Discretionary
2780,MYS,MYSTATE LIMITED     ,40100000,40,Financials
2781,MYT,MIGHTY RIVER POWER  ,55100000,55,Utilities
2782,MYX,MAYNE PHARMA LTD    ,35200000,35,Health Care
2783,MZ1,MEDALLION TRUST     ,00000000,00,
2784,MZ2,MEDALLION 2017-2    ,00000000,00,
2785,MZA,MEDALLION TST 2015-1,00000000,00,
2786,MZB,MEDALLION TST 2014-2,00000000,00,
2787,MZC,MEDALLION 2015-2    ,00000000,00,
2788,MZF,MED TRUST 2016-1    ,00000000,00,
2789,MZI,MZI RES LTD         ,15104000,15,Materials
2790,MZM,MONTEZUMA MINING CO.,15104000,15,Materials
2791,MZN,MARINDI METALS LTD  ,15104000,15,Materials
2792,MZT,MEDALLION TRS 2016-2,00000000,00,
2793,MZU,MAZU ALLIANCE LTD   ,25500000,25,Consumer Discretionary
2794,MZZ,MATADOR MINING LTD  ,15104000,15,Materials
2795,N1H,N1 HOLDINGS LTD     ,40100000,40,Financials
2796,N27,NORTHERN COBALT     ,15104000,15,Materials
2797,NA8,NAB DUMMY TORESS    ,99999999,99,N/A
2798,NAB,NATIONAL AUST. BANK ,40100000,40,Financials
2799,NAC,NAOS EX-50          ,00000000,00,
2800,NAE,NEW AGE EXPLORATION ,10100000,10,Energy
2801,NAF,NATIONAL RMBS 2011-1,00000000,00,
2802,NAG,NAGAMBIE RESOURCES  ,15104000,15,Materials
2803,NAH,NATIONAL RMBS 2012-2,00000000,00,
2804,NAJ,NATIONAL RMBS 2015-1,00000000,00,
2805,NAM,NAMOI COTTON LTD    ,20200000,20,Industrials
2806,NAN,NANOSONICS LIMITED  ,35100000,35,Health Care
2807,NAO,NATIONAL RMBS 2011-2,00000000,00,
2808,NAV,NAVIGATOR RESOURCES ,15104000,15,Materials
2809,NBI,NBGLOBCORPINCOMTRUST,00000000,00,
2810,NBL,NONI B LIMITED      ,25500000,25,Consumer Discretionary
2811,NC1,NICORESOURCESLIMITED,15104000,15,Materials
2812,NC6,NANOLLOSE LIMITED   ,35200000,35,Health Care
2813,NC8,NCM DUMMY TORESS    ,99999999,99,N/A
2814,NC9,NCMN OPTIONS        ,99999999,99,N/A
2815,NCC,NAOS EMERG OPP      ,00000000,00,
2816,NCE,EFG ASSET MGMT (EQT),00000000,00,
2817,NCK,NICK SCALI LIMITED  ,25500000,25,Consumer Discretionary
2818,NCL,NETCCENTRIC LTD     ,50200000,50,Communication Services
2819,NCM,NEWCREST MINING     ,15104000,15,Materials
2820,NCO,NAMIBIAN COPPER     ,15104000,15,Materials
2821,NCR,NUCOAL RESOURCES LTD,15104000,15,Materials
2822,NCS,NUCANNACO SCIENCE   ,00000000,00,
2823,NCX,NEWS CORP PREF SHARE,00000000,00,
2824,NCZ,NEW CENTURY RESOURCE,15104000,15,Materials
2825,NDI,GBLX INDIA NIFTY 50 ,00000000,00,
2826,NDO,NIDO PETROLEUM      ,10100000,10,Energy
2827,NDQ,BETASHARESNASDAQ100 ,00000000,00,
2828,NDX,NASDAQ 100 E-MINI   ,99999999,99,N/A
2829,NE9,NE9                 , , ,
2830,NEA,NEARMAP LTD         ,45100000,45,Information Technology
2831,NEC,NINE ENTERTAINMENT  ,50200000,50,Communication Services
2832,NEN,NEON CAPITAL LTD    ,00000000,00,
2833,NES,NELSON RESOURCES.   ,15104000,15,Materials
2834,NET,NETLINKZ LIMITED    ,45100000,45,Information Technology
2835,NEU,NEUREN PHARMACEUT.  ,35200000,35,Health Care
2836,NEW,NEW ENERGY SOLAR    ,55100000,55,Utilities
2837,NFE,NORTHERN IRON LTD   ,15104000,15,Materials
2838,NFI,NATIONAL HO.FI.IN   ,00000000,00,
2839,NFL,NORFOLKMETALSLIMITED,15104000,15,Materials
2840,NFM,NFM GROUP           ,00000000,00,
2841,NFN,NUFARM FINANCE (NZ) ,00000000,00,
2842,NGE,NGE CAPITAL LIMITED ,00000000,00,
2843,NGF,NORTON GOLD FIELDS  ,15104000,15,Materials
2844,NGI,NAVIGATOR GLOBAL LTD,40200000,40,Financials
2845,NGL,NIGHTINGALE INTEL   ,20100000,20,Industrials
2846,NGS,NGS LTD             ,30300000,30,Consumer Staples
2847,NGX,NORSEMAN GOLD       ,15104000,15,Materials
2848,NGY,NUENERGY GAS LTD    ,10100000,10,Energy
2849,NHC,NEW HOPE CORPORATION,10100000,10,Energy
2850,NHE,NOBLEHELIUMLIMITED  ,10100000,10,Energy
2851,NHF,NIB HOLDINGS LIMITED,40300000,40,Financials
2852,NHH,NEWHAVEN HOTELS LTD ,25300000,25,Consumer Discretionary
2853,NHL,NOVITA HEALTH LTD   ,35100000,35,Health Care
2854,NHO,NEW HORIZON COAL    ,10100000,10,Energy
2855,NI2,NIK 225 FUTURES SGX ,99999999,99,N/A
2856,NIB,NORDIC INVESTMENT   ,00000000,00,
2857,NIC,NICKEL INDUSTRIES   ,15104000,15,Materials
2858,NIF,S&PCNX NIFTY FUT SGX,00000000,00,
2859,NIK,NIKKEI INDEX        ,00000000,00,
2860,NIM,NIMYRESOURCESLIMITED,15104000,15,Materials
2861,NIO,NICKELORE LTD       ,15104000,15,Materials
2862,NIS,NICKELSEARCH        ,15104000,15,Materials
2863,NIU,NIUMINCO GROUP LTD  ,15104000,15,Materials
2864,NKL,NICKELXLTD          ,15104000,15,Materials
2865,NKP,NKWE PLATINUM       ,15104000,15,Materials
2866,NKX,NIK 225 FUTURES OSE ,99999999,99,N/A
2867,NLH,NICHELIVING HOLDINGS,60100000,60,Real Estate
2868,NLI,NOVO LITIO LTD      ,15104000,15,Materials
2869,NME,NEX METALS EXPLORAT ,15104000,15,Materials
2870,NMG,NMG CORP LTD        ,15104000,15,Materials
2871,NMI,NORTHERN MINING     ,15104000,15,Materials
2872,NML,NAVARRE MINERALS LTD,15104000,15,Materials
2873,NMM,NOBLE METALS LIMITED,15104000,15,Materials
2874,NMR,NATIVE MINERAL RES  ,15104000,15,Materials
2875,NMS,NEPTUNE MARINE      ,10100000,10,Energy
2876,NMT,NEOMETALS LTD       ,15104000,15,Materials
2877,NNG,NEXION GROUP        ,45100000,45,Information Technology
2878,NNL,NORDICNICKELLIMITED ,15104000,15,Materials
2879,NNO,NANOPAC INN         ,00000000,00,
2880,NNT,99 LOYALTY LTD      ,45100000,45,Information Technology
2881,NNU,NANUK NEW WORLD FUND,00000000,00,
2882,NNW,99 WUXIAN LTD       ,45100000,45,Information Technology
2883,NOD,NOMAD BUILDING      ,20100000,20,Industrials
2884,NOE,NOVARISE RENEW RES  ,15100000,15,Materials
2885,NOL,NOBLEOAK LIFE LTD   ,40300000,40,Financials
2886,NOR,NORWOOD SYSTEMS LTD.,45100000,45,Information Technology
2887,NOU,NOUMI LIMITED       ,30200000,30,Consumer Staples
2888,NOV,NOVATTI GROUP LTD   ,45100000,45,Information Technology
2889,NOX,NOXOPHARM LIMITED   ,35200000,35,Health Care
2890,NPM,NEWPEAK METALS      ,15104000,15,Materials
2891,NPR,NEWMARK PROPERTY    ,60101000,60,Real Estate
2892,NPX,NUPLEX INDUSTRIES   ,15100000,15,Materials
2893,NRC,North Ryde Community, , ,
2894,NRL,NORTHAM RESOURCES   ,15104000,15,Materials
2895,NRM,NATIONAL RMBS 2016-1,00000000,00,
2896,NRO,NAT RMBS TRT 2018-1 ,00000000,00,
2897,NRP,NATIONAL RMBS TRUST ,00000000,00,
2898,NRR,NARACOOTA RES LTD   ,15104000,15,Materials
2899,NRT,NOVOGEN LIMITED     ,35200000,35,Health Care
2900,NRX,NORONEX LIMITED     ,15104000,15,Materials
2901,NRZ,NEURIZER LTD        ,10100000,10,Energy
2902,NSB,NEUROSCIENTIFIC     ,35200000,35,Health Care
2903,NSC,NAOS SMLCAP COM LTD ,00000000,00,
2904,NSE,NEW STANDARD ENERGY ,10100000,10,Energy
2905,NSL,NSL CONSOLIDATED LTD,15104000,15,Materials
2906,NSM,NORTHSTAW           ,15104000,15,Materials
2907,NSP,NUSEP HOLDINGS LTD  ,35200000,35,Health Care
2908,NSR,NATIONAL STORAGE    ,60101000,60,Real Estate
2909,NST,NORTHERN STAR       ,15104000,15,Materials
2910,NSX,NSX LIMITED         ,40200000,40,Financials
2911,NTC,NETCOMM WIRELESS    ,45200000,45,Information Technology
2912,NTD,NATIONAL TYRE&WHEEL ,25500000,25,Consumer Discretionary
2913,NTI,NEUROTECH INTL      ,35100000,35,Health Care
2914,NTL,NEW TALISMAN GOLD   ,15104000,15,Materials
2915,NTM,NT MINERALS LIMITED ,15104000,15,Materials
2916,NTO,NITRO SOFTWARE LTD  ,45100000,45,Information Technology
2917,NTU,NORTHERN MIN LTD    ,15104000,15,Materials
2918,NUC,NUCHEV LIMITED      ,30200000,30,Consumer Staples
2919,NUF,NUFARM LIMITED      ,15100000,15,Materials
2920,NUG,VANECK GOLD ETF     ,00000000,00,
2921,NUH,NUHEARA LIMITED     ,45200000,45,Information Technology
2922,NUK,NANUK(EQT)          ,00000000,00,
2923,NUS,NUSANTARA RESOURCES ,15104000,15,Materials
2924,NVA,NOVA MINERALS LTD   ,15104000,15,Materials
2925,NVD,NICEVEND            ,99999999,99,N/A
2926,NVG,NAVAHO GOLD LIMITED ,15104000,15,Materials
2927,NVI,NEVADA IRON         ,15104000,15,Materials
2928,NVL,NATIONAL VETERINARY ,35100000,35,Health Care
2929,NVO,NVOI LTD            ,50200000,50,Communication Services
2930,NVT,NAVITAS LIMITED     ,25300000,25,Consumer Discretionary
2931,NVU,NANOVEU LIMITED     ,45200000,45,Information Technology
2932,NVX,NOVONIX LIMITED     ,45200000,45,Information Technology
2933,NWB,NEDERLANDSE WATERSC.,00000000,00,
2934,NWC,NEW WORLD RESOURCES ,15104000,15,Materials
2935,NWE,NORWEST ENERGY NL   ,10100000,10,Energy
2936,NWF,NEWFIELD RESOURCES  ,15104000,15,Materials
2937,NWG,JANUS HND FNDS MNGMT,00000000,00,
2938,NWH,NRW HOLDINGS LIMITED,20100000,20,Industrials
2939,NWL,NETWEALTH GROUP     ,40200000,40,Financials
2940,NWM,NORWEST MINERALS    ,15104000,15,Materials
2941,NWR,NORTHWEST RESOURCES ,15104000,15,Materials
2942,NWS,NEWS CORP..         ,50200000,50,Communication Services
2943,NWT,NEWSAT LIMITED      ,50100000,50,Communication Services
2944,NWX,NEWS CORP NONVOTECDI,00000000,00,
2945,NWZ,NEWZULU LIMITED     ,25400000,25,Consumer Discretionary
2946,NXD,NEXTED GROUP LIMITED,25300000,25,Consumer Discretionary
2947,NXE,NEW ENERGY MINERALS ,15104000,15,Materials
2948,NXG,NEXGENENERGYCANADA  ,10100000,10,Energy
2949,NXL,NUIX LIMITED        ,45100000,45,Information Technology
2950,NXM,NEXUS MINERALS LTD  ,15104000,15,Materials
2951,NXR,NEMEX RESOURCES LTD.,99999999,99,N/A
2952,NXS,NEXT SCIENCE LIMITED,35100000,35,Health Care
2953,NXT,NEXTDC LIMITED      ,45100000,45,Information Technology
2954,NYM,NARRYERMETALSLIMITED,15104000,15,Materials
2955,NYO,NYOTA MINERALS LTD  ,15104000,15,Materials
2956,NYR,NYRADA INC.         ,35200000,35,Health Care
2957,NZC,NZURI COPPER LTD    ,15104000,15,Materials
2958,NZK,NZK SALMON LTD      ,30200000,30,Consumer Staples
2959,NZM,NZME LIMITED        ,50200000,50,Communication Services
2960,NZO,NEW ZEALAND OIL&GAS ,10100000,10,Energy
2961,NZS,NEW ZEALAND COASTAL ,30200000,30,Consumer Staples
2962,OAG,OASISGOLD           ,15104000,15,Materials
2963,OAK,OAKRIDGE            ,45100000,45,Information Technology
2964,OAR,OAR RESOURCES LTD   ,15104000,15,Materials
2965,OAU,ORA GOLD LIMITED    ,15104000,15,Materials
2966,OBJ,OBJ LIMITED         ,35200000,35,Health Care
2967,OBL,OMNI BRIDGEWAY LTD  ,40200000,40,Financials
2968,OBM,ORA BANDA MINING LTD,15104000,15,Materials
2969,OCA,OCEANIA HEALTHC LTD ,35100000,35,Health Care
2970,OCC,ORTHOCELL LIMITED   ,35200000,35,Health Care
2971,OCG,OCEAN GUARDIAN      ,99999999,99,N/A
2972,OCL,OBJECTIVE CORP      ,45100000,45,Information Technology
2973,OCN,OCEANALITHIUMLIMITED,15104000,15,Materials
2974,OCP,OCEANIA CAPITAL LTD ,40200000,40,Financials
2975,OCT,OCTAVA MINERALS     ,15104000,15,Materials
2976,OD6,OD6METALSLTD        ,15104000,15,Materials
2977,ODA,ORCODA LIMITED      ,45100000,45,Information Technology
2978,ODE,ODESSA MINERALS LTD ,15104000,15,Materials
2979,ODM,ODIN METALS LIMITED ,15104000,15,Materials
2980,ODN,ODIN ENERGY LIMITED ,00000000,00,
2981,ODY,ODYSSEY GOLD LTD    ,15104000,15,Materials
2982,OEC,ORBITAL CORP LIMITED,20100000,20,Industrials
2983,OEG,ORPHEUS ENERGY LTD  ,10100000,10,Energy
2984,OEL,OTTO ENERGY LIMITED ,10100000,10,Energy
2985,OEQ,ORION EQUITIES      ,40200000,40,Financials
2986,OEX,OILEX LTD           ,10100000,10,Energy
2987,OFW,OILFIELD WORKFORCE  ,20200000,20,Industrials
2988,OFX,OFX GROUP LTD       ,40200000,40,Financials
2989,OGA,OCEAN GROWN ABALONE ,30200000,30,Consumer Staples
2990,OGC,OCEANAGOLD CORP.    ,15104000,15,Materials
2991,OGH,OCHRE GROUP HOLDINGS,15104000,15,Materials
2992,OGL,OGL RESOURCES LTD   ,10100000,10,Energy
2993,OGX,ORINOCO GOLD LTD    ,15104000,15,Materials
2994,OGY,ORCA ENERGY LIMITED ,10100000,10,Energy
2995,OHE,ORION HEALTH GRP    ,35100000,35,Health Care
2996,OI8,ORICA DUMMY TORESS  ,99999999,99,N/A
2997,OIL,OPTISCAN IMAGING    ,35100000,35,Health Care
2998,OKJ,OAKAJEE CORP LTD    ,15104000,15,Materials
2999,OKR,OKAPI RESOURCES     ,15104000,15,Materials
3000,OKU,OKLO RESOURCES LTD  ,15104000,15,Materials
3001,OLH,OLDFIELDS HOLDINGS  ,20100000,20,Industrials
3002,OLI,OLIVER'S REAL FOOD  ,25300000,25,Consumer Discretionary
3003,OLL,OPENLEARNING        ,45100000,45,Information Technology
3004,OLV,OTHERLEVELS HOLDINGS,45100000,45,Information Technology
3005,OLX,OLIVEX HOLDINGS LTD ,00000000,00,
3006,OLY,OLYMPIO METALS LTD  ,20200000,20,Industrials
3007,OM1,OMNIA METALS GROUP  ,15104000,15,Materials
3008,OMA,OMEGAOILGASLIMITED  ,10100000,10,Energy
3009,OMH,OM HOLDINGS LIMITED ,15104000,15,Materials
3010,OML,OOH!MEDIA LIMITED   ,50200000,50,Communication Services
3011,OMN,ONEMARKET           ,45100000,45,Information Technology
3012,OMT,OMNI MARKET         ,45100000,45,Information Technology
3013,OMX,ORANGEMINERALS      ,15104000,15,Materials
3014,ONC,ONCARD INTERNATIONAL,40200000,40,Financials
3015,ONE,ONEVIEW HEALTHCARE  ,35100000,35,Health Care
3016,ONQ,ON Q GROUP LIMITED  ,45100000,45,Information Technology
3017,ONT,1300 SMILES LIMITED ,35100000,35,Health Care
3018,ONX,ORMINEXLTD          ,15104000,15,Materials
3019,OOK,OOKAMI LIMITED      ,15104000,15,Materials
3020,OOO,BETASHARESCRUDEOIL  ,00000000,00,
3021,OPA,OPTIMA TECHNOLOGY   ,45100000,45,Information Technology
3022,OPC,OPTICOMM LTD        ,50100000,50,Communication Services
3023,OPG,OPUS GROUP LTD      ,20200000,20,Industrials
3024,OPH,OPHIR HIGH CF       ,00000000,00,
3025,OPL,OPYL LIMITED        ,45100000,45,Information Technology
3026,OPN,OPPENNEG            ,20200000,20,Industrials
3027,OPT,OPTHEA LIMITED      ,35200000,35,Health Care
3028,OPY,OPENPAY GROUP       ,40200000,40,Financials
3029,OR8,ORIGIN DUMMY TORESS ,99999999,99,N/A
3030,ORA,ORORA LIMITED       ,15100000,15,Materials
3031,ORB,ORBIS EQT           ,00000000,00,
3032,ORE,OROCOBRE LIMITED    ,15104000,15,Materials
3033,ORG,ORIGIN ENERGY       ,10100000,10,Energy
3034,ORH,ORH LIMITED         ,20100000,20,Industrials
3035,ORI,ORICA LIMITED       ,15100000,15,Materials
3036,ORL,OROTONGROUP LIMITED ,25500000,25,Consumer Discretionary
3037,ORM,ORION METALS LTD    ,15104000,15,Materials
3038,ORN,ORION MINERALS LTD  ,15104000,15,Materials
3039,ORP,ORPHEUS MINERALS LTD,10100000,10,Energy
3040,ORR,ORECORP LTD         ,15104000,15,Materials
3041,ORS,OCTAGONAL RES LTD   ,15104000,15,Materials
3042,ORX,ORREX RESOURCES     ,15104000,15,Materials
3043,OS8,OSH DUMMY TORESS    ,99999999,99,N/A
3044,OSH,OIL SEARCH LTD      ,10100000,10,Energy
3045,OSL,ONCOSIL MEDICAL     ,35200000,35,Health Care
3046,OSM,OSMONDRESOURCES     ,15104000,15,Materials
3047,OSP,OSPREY MED INC      ,35100000,35,Health Care
3048,OSX,OSTEOPORE LIMITED   ,35100000,35,Health Care
3049,OTC,OTOC LTD            ,20200000,20,Industrials
3050,OTH,ONTHEHOUSE LTD      ,45100000,45,Information Technology
3051,OTI,ORIENTAL TECHNO.    ,20100000,20,Industrials
3052,OTR,ONTERRAN LIMITED    ,20100000,20,Industrials
3053,OTW,OVER THE WIRE LTD   ,45100000,45,Information Technology
3054,OUM,OUTBACK METALS      ,15104000,15,Materials
3055,OVH,ONEVUE HOLDINGS LTD ,40200000,40,Financials
